team,year,conference,seed,wins,losses,win_pct,ps_per_game,pa_per_game,srs,sos,fg_per_game,fga_per_game,fg_pct,fg2_per_game,fg2a_per_game,fg2_pct,fg3_per_game,fg3a_per_game,fg3_pct,ft_per_game,fta_per_game,ft_pct,orb_per_game,drb_per_game,trb_per_game,ast_per_game,stl_per_game,blk_per_game,tov_per_game,pf_per_game,offensive_rating,defensive_rating,ncaa_wins,ncaa_loss
Texas A&M,2016,SEC,3,26,8,0.765,76.4,66.4,18.45,8.45,26.8,59.7,0.449,19.2,37.4,0.513,7.6,22.3,0.341,15.3,22.7,0.672,12.9,26.6,39.5,16.5,7.0,3.6,11.7,18.1,109.9,95.6,"Green Bay, Northern Iowa",Oklahoma
Oklahoma,2016,Big 12,2,25,7,0.781,79.7,71.1,19.76,11.14,27.5,60.1,0.458,17.2,35.6,0.482,10.3,24.5,0.422,14.3,19.8,0.722,11.0,27.3,38.3,14.5,6.7,5.1,13.1,17.0,111.0,99.0,"Cal State Bakersfield, Virginia Commonwealth, Texas A&M, Oregon",Villanova
Oregon,2016,Pac-12,1,28,6,0.824,78.7,68.8,18.05,8.64,27.4,58.7,0.467,20.6,38.7,0.531,6.8,19.9,0.343,17.1,23.8,0.715,11.6,24.7,36.4,13.6,7.2,5.8,11.3,17.8,112.8,98.6,"Holy Cross, Saint Joseph's, Duke",Oklahoma
Austin Peay,2016,Ohio Valley,16,18,17,0.514,76.1,76.8,-6.04,-2.98,26.3,56.9,0.461,20.1,39.0,0.514,6.2,17.9,0.346,17.4,26.0,0.67,11.7,25.1,36.8,13.3,6.9,2.8,13.9,17.6,106.4,107.4,,Kansas
UNC Asheville,2016,Big South,15,22,11,0.667,75.1,68.0,1.1,-3.25,26.4,58.0,0.455,20.7,40.3,0.513,5.7,17.7,0.323,16.5,23.8,0.694,11.6,25.9,37.6,12.4,9.2,3.3,13.1,17.3,105.8,95.9,,Villanova
Buffalo,2016,MAC,14,20,14,0.588,77.4,75.3,1.34,0.9,26.1,59.9,0.437,18.6,37.7,0.494,7.5,22.2,0.339,17.6,24.8,0.71,12.1,26.8,38.9,12.6,6.9,3.5,13.6,21.4,105.9,102.9,,Miami (FL)
Hawaii,2016,Big West,13,27,5,0.844,77.1,66.7,9.03,-1.04,26.3,57.2,0.459,19.3,35.6,0.543,7.0,21.7,0.322,17.6,25.7,0.684,10.6,26.7,37.4,15.4,7.6,3.6,13.0,20.4,107.3,92.8,California,Maryland
South Dakota State,2016,Summit League,12,26,7,0.788,76.2,68.1,5.44,-1.22,25.8,57.4,0.45,18.3,36.3,0.504,7.5,21.0,0.357,17.1,23.0,0.743,11.2,26.4,37.6,11.2,5.0,2.5,11.7,19.7,110.8,99.0,,Maryland
Vanderbilt,2016,SEC,11,19,13,0.594,75.9,67.4,17.2,8.68,26.0,56.9,0.456,17.7,35.3,0.501,8.3,21.6,0.382,15.7,22.6,0.695,9.5,29.1,38.6,14.8,4.2,5.5,11.7,19.2,109.0,96.8,,Wichita State
Temple,2016,American,10,21,11,0.656,68.7,67.6,7.69,6.57,24.9,61.2,0.407,17.2,38.3,0.449,7.7,22.9,0.337,11.2,16.3,0.684,11.2,25.9,37.1,13.5,5.2,3.1,9.2,16.2,102.4,100.8,,Iowa
UConn,2016,American,9,24,10,0.706,73.1,63.5,15.89,6.28,26.2,57.7,0.454,19.1,38.3,0.5,7.1,19.4,0.365,13.6,17.1,0.793,9.4,26.7,36.1,13.6,5.8,5.1,10.7,18.3,109.0,94.6,Colorado,Kansas
Colorado,2016,Pac-12,8,22,11,0.667,75.8,70.8,12.04,7.64,25.4,59.7,0.426,18.0,40.6,0.444,7.4,19.0,0.389,17.5,23.8,0.735,13.1,29.1,42.2,13.6,5.2,4.9,13.4,18.8,106.3,99.3,,Connecticut
Iowa,2016,Big Ten,7,21,10,0.677,77.6,69.3,17.01,8.71,27.5,61.4,0.447,19.3,39.6,0.487,8.2,21.8,0.374,14.5,20.3,0.717,11.9,26.2,38.1,15.8,6.8,4.7,10.3,16.3,111.5,99.6,Temple,Villanova
Arizona,2016,Pac-12,6,25,8,0.758,80.4,68.9,18.79,7.23,27.8,57.9,0.48,21.3,40.9,0.522,6.5,17.1,0.381,18.3,25.4,0.721,11.6,28.6,40.2,14.3,4.8,4.7,13.0,18.3,112.8,96.6,,Wichita State
Maryland,2016,Big Ten,5,25,8,0.758,75.7,66.7,16.71,8.31,26.2,53.9,0.486,18.8,33.4,0.562,7.4,20.5,0.361,15.9,20.7,0.768,8.9,26.9,35.8,13.6,5.8,5.4,12.7,16.8,112.1,98.7,"South Dakota State, Hawaii",Kansas
California,2016,Pac-12,4,23,10,0.697,74.9,67.3,15.39,7.87,26.2,56.8,0.461,19.2,37.6,0.511,6.9,19.1,0.363,15.6,23.7,0.656,11.4,28.3,39.7,12.6,4.1,4.7,12.3,20.8,108.5,97.6,,Hawaii
Miami,2016,ACC,3,25,7,0.781,75.2,67.4,18.52,10.69,25.9,54.1,0.479,19.0,35.8,0.532,6.9,18.4,0.375,16.5,22.1,0.749,9.4,25.1,34.5,12.5,6.1,3.6,10.9,16.6,113.3,101.5,"Buffalo, Wichita State",Villanova
Villanova,2016,Big East,2,29,5,0.853,78.0,63.6,24.08,9.71,27.2,56.2,0.483,18.5,32.2,0.574,8.7,24.0,0.362,15.0,19.2,0.782,8.8,25.9,34.6,15.9,7.1,3.4,11.0,17.0,115.5,94.2,"UNC Asheville, Iowa, Miami (FL), Kansas, Oklahoma, North Carolina",
Kansas,2016,Big 12,1,30,4,0.882,81.3,67.6,23.87,11.22,28.7,58.1,0.495,20.7,38.9,0.533,8.0,19.2,0.418,15.8,22.2,0.713,10.6,27.4,38.0,15.9,6.7,4.2,12.6,18.9,115.1,95.7,"Austin Peay, Connecticut, Maryland",Villanova
North Florida,2015,Atlantic Sun,16,23,11,0.676,75.7,68.1,-0.82,-5.94,25.6,54.6,0.47,16.6,31.4,0.527,9.1,23.1,0.391,15.4,21.3,0.723,9.7,25.1,34.8,14.5,6.1,4.2,12.5,16.2,111.9,100.7,,Robert Morris
North Dakota State,2015,Summit,15,23,9,0.719,64.9,62.3,-1.72,-3.62,22.5,51.9,0.434,15.5,33.7,0.461,7.0,18.2,0.383,12.9,18.6,0.692,8.3,25.0,33.3,9.5,4.7,3.7,9.8,15.3,103.7,99.6,,Gonzaga
UAB,2015,C-USA,14,19,15,0.559,68.8,68.1,1.94,1.62,24.3,56.7,0.428,18.6,39.9,0.468,5.6,16.9,0.333,14.7,19.9,0.738,12.1,24.7,36.7,14.3,6.6,5.1,13.4,17.5,101.5,100.5,Iowa State,UCLA
Eastern Washington,2015,Big Sky,13,26,8,0.765,80.6,73.9,0.79,-3.84,27.9,58.4,0.478,18.1,33.9,0.534,9.8,24.6,0.4,14.9,20.5,0.726,10.0,23.8,33.8,13.0,6.3,4.8,10.7,17.8,117.1,107.5,,Georgetown
Stephen F. Austin,2015,Southland,12,29,4,0.879,78.6,64.4,8.61,-4.2,26.8,55.0,0.487,19.1,34.6,0.551,7.7,20.4,0.379,17.3,23.5,0.736,12.1,22.4,34.6,17.5,7.6,3.5,14.0,21.6,115.2,94.3,,Utah
UCLA,2015,Pac-12,11,20,13,0.606,71.9,68.1,12.07,8.27,25.8,58.3,0.443,19.6,41.5,0.474,6.2,16.8,0.368,14.1,20.8,0.676,12.2,25.8,38.0,13.8,6.6,3.9,11.9,17.9,106.1,100.5,"Southern Methodist, UAB",Gonzaga
Davidson,2015,Atlantic 10,10,24,7,0.774,79.0,69.4,11.97,3.19,28.1,60.1,0.467,17.3,32.7,0.53,10.7,27.4,0.391,12.2,17.3,0.705,10.5,25.3,35.8,17.1,5.3,2.9,9.5,18.8,117.1,102.9,,Iowa
St. John's,2015,Big East,9,21,11,0.656,71.0,67.9,11.85,9.04,25.3,57.3,0.442,19.3,40.0,0.482,6.0,17.2,0.348,14.4,20.8,0.691,10.2,25.1,35.3,12.4,7.5,6.4,10.7,17.8,104.6,100.0,,San Diego State
San Diego State,2015,Mountain West,8,26,8,0.765,61.8,53.9,11.81,4.24,22.2,53.2,0.418,17.0,36.8,0.461,5.3,16.4,0.32,12.1,19.3,0.63,12.2,23.1,35.3,10.5,6.9,5.0,11.4,14.1,100.7,87.7,St. John's (NY),Duke
Iowa,2015,Big Ten,7,21,11,0.656,69.8,62.3,15.83,8.39,24.1,56.0,0.431,18.5,39.1,0.473,5.6,16.9,0.333,15.8,21.3,0.744,12.4,25.1,37.5,14.2,6.4,4.6,11.1,15.8,107.4,96.0,Davidson,Gonzaga
SMU,2015,American,6,27,6,0.818,69.1,59.8,12.94,3.57,24.5,51.5,0.475,20.2,39.7,0.509,4.3,11.8,0.363,15.9,22.6,0.703,11.4,25.2,36.6,15.4,7.0,4.3,12.5,16.2,108.8,94.1,,UCLA
Utah,2015,Pac-12,5,24,8,0.75,71.3,57.1,20.98,7.42,24.3,50.3,0.482,16.7,31.6,0.529,7.5,18.7,0.404,15.3,21.7,0.703,9.2,25.2,34.4,14.0,5.9,5.0,11.6,16.6,113.5,90.9,"Stephen F. Austin, Georgetown",Duke
Georgetown,2015,Big East,4,21,10,0.677,70.9,65.2,15.48,9.81,24.2,53.1,0.456,18.1,35.9,0.505,6.1,17.2,0.353,16.4,23.3,0.704,11.1,23.8,34.9,12.9,7.6,4.7,12.6,20.2,108.1,99.5,Eastern Washington,Utah
Iowa State,2015,Big 12,3,25,8,0.758,77.8,69.0,17.94,9.15,27.6,58.0,0.476,19.9,36.7,0.543,7.7,21.4,0.362,14.8,21.2,0.696,9.5,26.4,35.9,16.1,6.4,3.9,11.0,15.5,111.4,98.8,,UAB
Gonzaga,2015,West Coast,2,32,2,0.941,78.7,61.7,21.12,5.12,28.5,54.8,0.52,21.6,37.4,0.576,6.9,17.4,0.4,14.7,21.2,0.691,10.3,27.6,37.9,16.3,5.9,3.3,10.4,16.8,120.3,94.3,"North Dakota State, Iowa, UCLA",Duke
Duke,2015,ACC,1,29,4,0.879,79.3,64.2,24.97,9.87,28.2,56.2,0.502,20.9,37.4,0.559,7.3,18.8,0.387,15.6,22.4,0.699,11.4,25.4,36.8,15.1,7.1,3.8,10.8,15.6,119.4,96.7,"Robert Morris, San Diego State, Utah, Gonzaga, Michigan State, Wisconsin",
Lafayette,2015,Patriot,16,20,12,0.625,73.5,73.0,-3.37,-3.12,26.4,54.5,0.485,18.5,35.1,0.527,7.9,19.4,0.408,12.8,16.6,0.767,8.5,22.3,30.8,15.6,5.5,2.5,11.1,15.6,112.9,112.1,,Villanova
Belmont,2015,Ohio Valley,15,22,10,0.688,74.2,70.6,0.35,-2.77,26.0,54.6,0.476,16.0,28.4,0.565,10.0,26.2,0.38,12.3,17.7,0.692,9.3,23.8,33.1,15.3,6.3,2.0,13.7,16.6,109.9,104.5,,Virginia
Albany,2015,America East,14,24,8,0.75,65.3,60.5,-0.34,-5.18,22.1,50.5,0.438,15.9,33.2,0.479,6.2,17.3,0.358,14.9,19.7,0.758,10.1,23.5,33.7,10.6,5.7,1.6,11.5,16.5,106.4,98.5,,Oklahoma
UC Irvine,2015,Big West,13,21,12,0.636,67.5,62.1,3.63,0.45,25.1,54.4,0.461,18.7,38.0,0.493,6.4,16.4,0.389,10.9,15.9,0.684,9.7,25.6,35.2,14.1,5.7,4.9,11.6,17.0,105.2,96.8,,Louisville
Wyoming,2015,Mountain West,12,25,9,0.735,61.5,56.4,3.81,-0.04,21.3,46.3,0.461,15.4,27.9,0.551,6.0,18.3,0.326,12.8,18.2,0.702,6.2,23.7,29.9,14.3,5.5,2.9,11.2,13.7,103.1,94.6,,Northern Iowa
Boise State,2015,Mountain West,11,25,8,0.758,70.3,60.1,10.01,1.38,24.4,53.6,0.456,15.7,31.3,0.501,8.7,22.3,0.392,12.7,17.4,0.729,8.8,24.1,32.9,12.0,6.1,2.3,10.2,17.1,110.6,94.6,,Dayton
Georgia,2015,SEC,10,21,11,0.656,68.2,64.4,12.42,8.6,22.6,52.4,0.432,17.1,36.1,0.472,5.6,16.3,0.342,17.3,25.0,0.692,10.9,27.3,38.2,12.5,5.5,4.6,12.7,18.4,102.8,97.0,,Michigan State
LSU,2015,SEC,9,22,10,0.688,73.4,67.7,11.39,5.63,27.0,59.5,0.455,21.3,42.5,0.501,5.7,16.9,0.339,13.6,19.9,0.684,12.2,27.1,39.2,15.6,7.3,6.2,14.4,15.6,103.1,95.0,,NC State
North Carolina State,2015,ACC,8,20,13,0.606,70.1,65.8,14.11,9.72,24.9,57.1,0.436,18.3,38.7,0.473,6.6,18.4,0.357,13.9,20.2,0.686,12.1,25.9,38.0,11.5,3.8,5.1,10.4,17.7,108.0,101.2,"Louisiana State, Villanova",Louisville
Michigan State,2015,Big Ten,7,23,11,0.676,71.1,63.6,17.46,10.0,26.0,55.9,0.465,18.5,36.4,0.508,7.5,19.6,0.385,11.6,18.3,0.632,11.2,26.2,37.4,16.6,5.2,4.5,11.3,18.9,109.7,98.2,"Georgia, Virginia, Oklahoma, Louisville",Duke
Providence,2015,Big East,6,22,11,0.667,69.7,65.5,13.71,9.5,24.4,55.6,0.438,19.3,39.5,0.489,5.0,16.1,0.313,16.0,22.6,0.707,12.1,24.0,36.1,13.9,7.1,4.6,12.0,18.5,105.4,99.0,,Dayton
Northern Iowa,2015,Missouri Valley,5,30,3,0.909,65.2,54.6,12.54,2.0,22.2,46.2,0.48,14.8,27.8,0.533,7.3,18.4,0.398,13.5,18.4,0.733,7.3,23.3,30.6,11.8,5.9,2.4,10.4,14.5,111.9,93.8,Wyoming,Louisville
Louisville,2015,ACC,4,24,8,0.75,69.0,59.8,18.12,8.98,24.4,56.9,0.429,18.9,39.0,0.484,5.5,17.9,0.307,14.7,22.0,0.668,12.6,24.9,37.5,11.6,7.9,5.3,11.3,17.3,104.5,90.7,"UC Irvine, Northern Iowa, NC State",Michigan State
Oklahoma,2015,Big 12,3,22,10,0.688,71.5,62.7,18.65,9.94,25.3,58.1,0.435,18.5,38.5,0.482,6.7,19.7,0.343,14.1,19.1,0.741,11.1,26.9,38.1,12.3,6.8,5.0,12.0,16.3,105.2,92.4,"Albany (NY), Dayton",Michigan State
Virginia,2015,ACC,2,29,3,0.906,65.4,51.5,21.73,7.81,23.6,51.7,0.457,18.6,37.5,0.497,5.0,14.2,0.352,13.1,18.1,0.726,10.5,25.7,36.2,12.6,5.5,4.2,9.3,14.2,110.8,87.2,Belmont,Michigan State
Villanova,2015,Big East,1,32,2,0.941,76.5,60.9,23.13,7.55,25.4,54.2,0.47,16.4,30.9,0.53,9.1,23.3,0.389,16.6,22.6,0.731,10.3,24.0,34.3,15.8,7.7,4.1,10.6,16.6,116.9,93.1,Lafayette,NC State
Coastal Carolina,2015,Big South,16,24,9,0.727,71.7,62.4,-1.01,-6.18,24.6,55.9,0.44,17.9,37.2,0.48,6.7,18.6,0.36,15.8,22.9,0.69,13.1,26.2,39.4,11.3,7.1,3.3,11.7,16.4,110.0,95.7,,Wisconsin
Texas Southern,2015,SWAC,15,22,12,0.647,68.3,68.2,-5.98,-6.09,23.4,52.6,0.445,18.1,36.2,0.5,5.3,16.4,0.322,16.3,24.6,0.661,11.3,22.8,34.1,10.7,6.1,3.1,13.0,17.4,103.6,103.5,,Arizona
Georgia State,2015,Sun Belt,14,24,9,0.727,71.4,62.4,5.47,-2.03,25.8,53.7,0.48,20.8,38.7,0.537,5.0,14.9,0.333,14.9,20.5,0.725,9.2,22.7,31.9,13.7,9.2,4.1,10.5,18.3,109.8,96.0,Baylor,Xavier
Harvard,2015,Ivy,13,22,7,0.759,64.2,57.6,4.47,-0.25,22.4,51.6,0.433,17.5,37.9,0.462,4.9,13.7,0.354,14.6,20.3,0.719,10.5,23.6,34.2,12.8,7.1,4.5,11.6,15.7,103.2,92.6,,North Carolina
Wofford,2015,Southern,12,28,6,0.824,66.6,59.7,2.56,-2.98,23.4,51.5,0.454,17.0,34.5,0.494,6.3,17.0,0.372,13.5,19.7,0.688,9.3,23.3,32.5,13.2,6.5,2.5,10.8,16.8,106.2,95.2,,Arkansas
Mississippi,2015,SEC,11,20,12,0.625,72.8,68.4,11.39,7.01,24.9,58.9,0.423,18.5,39.4,0.468,6.5,19.5,0.332,16.4,21.3,0.773,12.6,25.1,37.8,13.2,6.6,3.8,11.1,19.6,107.9,101.4,Brigham Young,Xavier
Ohio State,2015,Big Ten,10,23,10,0.697,75.3,63.0,19.68,7.37,27.5,57.0,0.483,20.8,38.8,0.536,6.7,18.2,0.37,13.5,19.8,0.68,11.1,24.4,35.5,15.3,7.6,5.1,11.3,16.1,113.3,94.7,Virginia Commonwealth,Arizona
Oklahoma State,2015,Big 12,9,18,13,0.581,67.5,62.8,12.95,9.63,22.9,52.1,0.44,15.8,31.9,0.497,7.1,20.2,0.349,14.6,20.2,0.726,9.0,23.5,32.5,11.4,7.9,4.9,12.3,19.2,103.6,96.5,,Oregon
Oregon,2015,Pac-12,8,25,9,0.735,75.4,70.8,11.43,7.65,27.6,59.5,0.463,20.3,39.4,0.514,7.3,20.2,0.362,12.9,17.0,0.76,10.3,25.7,36.1,14.1,5.8,4.4,11.7,18.2,109.3,102.7,Oklahoma State,Wisconsin
VCU,2015,Atlantic 10,7,26,9,0.743,72.5,65.8,12.79,6.1,24.9,59.4,0.419,16.8,35.7,0.469,8.1,23.7,0.343,14.6,22.1,0.657,12.3,23.1,35.5,12.7,9.5,4.3,10.6,19.2,106.5,96.7,,Ohio State
Xavier,2015,Big East,6,21,13,0.618,73.3,67.4,15.42,9.48,25.8,54.4,0.475,19.5,36.4,0.537,6.3,18.0,0.351,15.3,20.9,0.73,9.8,24.8,34.6,16.1,6.0,2.9,12.1,17.9,109.8,100.9,"Mississippi, Georgia State",Arizona
Arkansas,2015,SEC,5,26,8,0.765,77.4,70.1,14.06,6.79,27.2,61.0,0.445,20.6,42.1,0.488,6.6,18.9,0.349,16.5,22.8,0.724,13.1,22.8,35.8,16.1,7.7,4.7,11.9,19.0,109.6,99.3,Wofford,North Carolina
North Carolina,2015,ACC,4,24,11,0.686,77.7,68.8,20.63,11.76,28.9,60.8,0.476,24.1,47.2,0.51,4.8,13.5,0.358,15.0,21.4,0.701,13.8,26.7,40.6,17.4,6.6,4.2,12.7,19.4,111.6,98.9,"Harvard, Arkansas",Wisconsin
Baylor,2015,Big 12,3,24,9,0.727,69.1,60.2,17.84,9.33,23.9,55.1,0.434,17.0,36.7,0.462,6.9,18.4,0.377,14.3,21.3,0.674,14.6,24.6,39.2,14.6,7.7,3.9,12.8,16.6,109.2,95.2,,Georgia State
Arizona,2015,Pac-12,2,31,3,0.912,76.6,59.7,24.33,7.41,26.6,54.4,0.488,21.5,40.3,0.533,5.1,14.1,0.36,18.4,25.6,0.719,10.8,26.0,36.8,13.9,7.2,3.4,11.0,17.9,114.8,89.4,"Texas Southern, Ohio State, Xavier",Wisconsin
Wisconsin,2015,Big Ten,1,31,3,0.912,72.5,58.2,24.61,10.29,25.4,52.9,0.479,18.2,33.1,0.548,7.2,19.8,0.365,14.6,19.1,0.763,9.6,23.9,33.5,12.6,4.4,3.2,7.4,12.5,121.2,97.2,"Coastal Carolina, Oregon, North Carolina, Arizona, Kentucky",Duke
Manhattan,2015,MAAC,16,19,13,0.594,69.7,67.7,-1.33,-3.33,22.9,53.0,0.432,16.4,33.6,0.488,6.5,19.4,0.336,17.4,25.1,0.691,10.5,21.8,32.3,13.9,8.0,2.8,14.6,23.0,100.7,97.8,,Hampton
New Mexico State,2015,WAC,15,23,10,0.697,68.1,59.8,3.71,-3.67,23.8,51.4,0.462,18.9,38.2,0.495,4.9,13.2,0.367,15.7,22.7,0.694,12.6,22.7,35.3,11.9,6.4,3.6,13.8,15.9,107.4,94.3,,Kansas
Northeastern,2015,Colonial,14,23,11,0.676,68.5,65.1,2.03,-1.34,23.9,49.3,0.486,18.1,34.3,0.53,5.8,15.0,0.386,14.8,20.4,0.727,8.5,24.7,33.1,14.3,5.2,3.7,13.8,14.2,106.7,101.5,,Notre Dame
Valparaiso,2015,Horizon,13,28,5,0.848,69.6,59.4,6.29,-2.0,24.6,54.0,0.456,17.7,35.8,0.494,6.9,18.2,0.381,13.4,19.9,0.675,11.7,25.9,37.5,13.0,6.0,4.6,12.4,16.6,108.6,92.8,,Maryland
Buffalo,2015,Mid American,12,23,9,0.719,74.6,68.3,7.93,1.6,25.4,58.2,0.435,19.3,40.6,0.476,6.0,17.7,0.341,17.8,24.8,0.719,12.7,25.5,38.2,13.1,7.5,4.0,11.5,18.6,108.5,99.3,,West Virginia
Texas,2015,Big 12,11,20,13,0.606,67.4,60.3,16.16,9.07,23.4,54.0,0.433,17.2,35.6,0.482,6.2,18.4,0.339,14.3,19.7,0.724,12.4,27.3,39.7,13.0,3.8,7.8,12.8,16.3,105.9,94.7,,Butler
Indiana,2015,Big Ten,10,20,13,0.606,77.4,71.7,12.94,7.2,27.1,58.5,0.464,17.8,35.4,0.502,9.4,23.1,0.406,13.8,19.1,0.719,12.0,24.0,36.0,13.9,5.0,3.2,11.5,17.8,115.3,106.7,,Wichita State
Purdue,2015,Big Ten,9,21,12,0.636,69.9,64.6,12.93,7.64,24.3,54.1,0.449,18.6,36.6,0.508,5.7,17.6,0.327,15.4,22.6,0.683,12.0,24.7,36.7,14.9,5.4,5.2,13.1,18.9,106.4,98.3,,Cincinnati
Cincinnati,2015,American,8,22,10,0.688,62.1,55.8,10.72,4.39,22.4,50.1,0.446,17.5,35.2,0.496,4.9,14.9,0.329,12.5,18.6,0.67,11.3,23.4,34.6,11.6,6.5,5.4,12.7,14.9,102.8,92.3,Purdue,Kentucky
Wichita State,2015,Missouri Valley,7,28,4,0.875,70.3,57.4,15.56,3.68,24.6,55.2,0.445,17.7,36.1,0.492,6.8,19.1,0.357,14.3,20.4,0.701,11.9,23.7,35.6,13.6,7.1,3.8,9.3,16.8,112.7,92.0,"Indiana, Kansas",Notre Dame
Butler,2015,Big East,6,22,10,0.688,69.0,61.0,16.64,8.62,23.9,55.4,0.433,18.3,39.5,0.463,5.6,15.9,0.356,15.5,22.6,0.686,12.0,24.4,36.4,11.4,6.4,3.0,11.1,17.4,105.9,93.5,Texas,Notre Dame
West Virginia,2015,Big 12,5,23,9,0.719,72.6,66.8,15.12,9.29,24.9,61.1,0.408,18.4,40.5,0.455,6.5,20.5,0.316,16.3,24.7,0.662,16.4,19.9,36.3,14.1,10.7,2.7,12.9,23.5,104.9,96.5,"Buffalo, Maryland",Kentucky
Maryland,2015,Big Ten,4,27,6,0.818,69.1,63.4,13.31,7.63,22.3,50.8,0.44,14.9,31.1,0.48,7.4,19.6,0.376,17.1,22.6,0.756,9.0,26.0,34.9,10.7,4.8,4.3,12.3,16.7,106.1,97.3,Valparaiso,West Virginia
Notre Dame,2015,ACC,3,29,5,0.853,78.0,65.8,19.23,7.02,27.6,54.2,0.509,19.7,33.8,0.582,7.9,20.4,0.39,14.8,19.9,0.742,8.2,24.2,32.4,15.2,6.7,3.6,9.4,14.2,120.4,101.6,"Northeastern, Butler, Wichita State",Kentucky
Kansas,2015,Big 12,2,26,8,0.765,71.1,64.8,18.47,12.13,24.1,54.9,0.44,18.2,39.3,0.464,5.9,15.6,0.379,16.9,23.4,0.724,11.8,26.1,37.9,13.2,6.6,4.9,12.9,17.8,106.3,96.8,New Mexico State,Wichita State
Kentucky,2015,SEC,1,34,0,1.0,74.4,54.3,28.72,8.67,25.8,55.1,0.468,20.6,40.2,0.512,5.2,14.9,0.349,17.6,24.2,0.726,12.6,25.4,38.0,14.2,6.5,6.9,10.5,17.1,115.5,84.4,"Hampton, Cincinnati, West Virginia, Notre Dame",Wisconsin
Cal Poly,2014,Big West,16,13,19,0.406,63.0,63.6,-1.34,1.69,22.2,54.4,0.408,15.8,35.2,0.448,6.4,19.2,0.333,12.2,17.7,0.688,11.1,21.1,32.2,11.6,5.8,2.7,8.9,18.3,103.5,104.6,Texas Southern,Wichita State
Wofford,2014,Southern,15,20,12,0.625,66.8,62.2,-4.32,-5.95,24.5,54.7,0.448,18.5,38.2,0.486,5.9,16.5,0.36,11.9,17.9,0.664,10.7,22.4,33.0,12.8,6.2,1.6,10.6,17.5,105.6,98.3,,Michigan
Mercer,2014,Atlantic Sun,14,26,8,0.765,78.8,66.9,5.33,-3.42,27.3,57.3,0.476,19.2,36.3,0.53,8.1,21.0,0.384,16.2,22.0,0.736,11.3,25.9,37.2,16.3,5.9,4.1,11.7,18.5,115.7,98.4,Duke,Tennessee
Manhattan,2014,MAAC,13,25,7,0.781,77.0,70.0,6.04,-0.9,25.1,55.7,0.451,18.8,38.6,0.487,6.3,17.1,0.369,20.5,30.9,0.663,12.6,24.8,37.4,13.1,8.3,6.1,14.2,24.2,107.1,97.4,,Louisville
NC State,2014,ACC,12,21,13,0.618,71.1,69.6,9.02,7.44,26.4,57.2,0.461,21.9,42.6,0.515,4.4,14.6,0.305,13.9,21.2,0.657,11.7,22.7,34.4,12.9,4.8,4.1,10.4,18.6,108.1,105.7,Xavier,Saint Louis
Iowa,2014,Big Ten,11,20,12,0.625,81.5,70.3,18.58,7.43,27.8,60.1,0.463,22.1,43.6,0.506,5.8,16.5,0.35,20.0,27.2,0.735,13.5,26.8,40.4,16.1,7.1,5.0,11.2,18.3,115.0,99.3,,Tennessee
Arizona State,2014,Pac-12,10,21,11,0.656,75.3,69.4,13.32,7.41,25.3,56.1,0.451,17.2,35.3,0.488,8.1,20.8,0.39,16.5,23.8,0.694,8.5,27.0,35.5,14.3,5.1,5.5,11.4,19.2,107.2,98.8,,Texas
Kansas State,2014,Big 12,9,20,12,0.625,69.1,65.4,12.14,8.47,24.2,55.8,0.434,18.2,37.6,0.483,6.0,18.1,0.331,14.7,22.5,0.656,12.3,23.5,35.8,15.2,6.2,3.0,12.2,21.6,104.2,98.6,,Kentucky
Kentucky,2014,SEC,8,24,10,0.706,74.8,66.6,18.07,9.89,25.1,55.3,0.454,20.0,40.1,0.5,5.1,15.3,0.332,19.5,28.7,0.682,14.1,26.1,40.2,11.2,4.7,5.9,11.7,18.3,112.4,100.1,"Kansas State, Wichita State, Louisville, Michigan, Wisconsin",Connecticut
Texas,2014,Big 12,7,23,10,0.697,74.2,70.7,12.67,9.15,25.9,59.9,0.432,20.8,44.3,0.469,5.1,15.6,0.327,17.4,26.0,0.671,15.1,26.3,41.4,12.9,5.7,5.9,12.2,19.1,107.0,101.9,Arizona State,Michigan
Massachusetts,2014,Atlantic 10,6,24,8,0.75,75.8,71.2,10.61,6.0,27.3,59.5,0.459,21.9,43.9,0.499,5.4,15.5,0.346,15.9,23.3,0.683,12.2,26.2,38.4,15.1,6.8,5.4,13.5,19.7,105.3,98.9,,Tennessee
Saint Louis,2014,Atlantic 10,5,26,6,0.812,69.8,61.9,11.63,4.24,24.4,55.0,0.444,18.8,37.3,0.504,5.6,17.7,0.316,15.5,22.2,0.697,10.1,26.1,36.2,14.2,7.4,4.1,12.7,17.6,102.4,90.8,NC State,Louisville
Louisville,2014,American,4,29,5,0.853,81.0,61.1,24.69,4.79,28.4,60.3,0.471,20.6,39.2,0.527,7.8,21.2,0.368,16.4,24.9,0.661,13.6,24.1,37.7,15.4,10.0,4.7,10.6,19.5,117.4,88.6,"Manhattan, Saint Louis",Kentucky
Duke,2014,ACC,3,26,8,0.765,78.4,67.4,19.51,8.48,26.5,57.7,0.46,17.5,34.8,0.503,9.0,22.9,0.395,16.3,22.4,0.729,11.7,22.8,34.5,14.5,7.0,3.0,9.4,19.5,119.4,102.6,,Mercer
